Running 1...
./cmbc2_scala --dataset /home/acald013/Research/Scripts/SUMO/dense/dense_2K_crowded_prime.tsv --epsilon 2 --mu 3
2024-11-20 19:51:20,870|0|mr-hn|INFO|0|10633823621939515|1|dense_2K_crowded_prime|2.0|3|5|PSI|Points     |1560
2024-11-20 19:51:20,873|3|mr-hn|INFO|0|10633823621939515|1|dense_2K_crowded_prime|2.0|3|5|PSI|Pairs      |574
2024-11-20 19:51:20,874|4|mr-hn|INFO|0|10633823621939515|1|dense_2K_crowded_prime|2.0|3|5|PSI|Centers    |1148
2024-11-20 19:51:20,874|4|mr-hn|INFO|0|10633823621939515|1|dense_2K_crowded_prime|2.0|3|5|PSI|Candidates |522
2024-11-20 19:51:20,875|5|mr-hn|INFO|0|10633823621939515|1|dense_2K_crowded_prime|2.0|3|5|PSI|Boxes      |469
2024-11-20 19:51:20,875|5|mr-hn|INFO|0|10633823621939515|1|dense_2K_crowded_prime|2.0|3|5|PSI|Maximals   |121
2024-11-20 19:51:20,876|6|mr-hn|TIME|0|10633823621939515|1|dense_2K_crowded_prime|2.0|3|5|PSI|Band      |0.062402194
2024-11-20 19:51:20,876|6|mr-hn|TIME|0|10633823621939515|1|dense_2K_crowded_prime|2.0|3|5|PSI|Sort      |0.0137901
2024-11-20 19:51:20,876|6|mr-hn|TIME|0|10633823621939515|1|dense_2K_crowded_prime|2.0|3|5|PSI|Pairs     |0.008481355000000012
2024-11-20 19:51:20,877|7|mr-hn|TIME|0|10633823621939515|1|dense_2K_crowded_prime|2.0|3|5|PSI|Centers   |0.011454250999999995
2024-11-20 19:51:20,877|7|mr-hn|TIME|0|10633823621939515|1|dense_2K_crowded_prime|2.0|3|5|PSI|Candidates|0.06069407000000003
2024-11-20 19:51:20,877|7|mr-hn|TIME|0|10633823621939515|1|dense_2K_crowded_prime|2.0|3|5|PSI|Boxes     |0.0
2024-11-20 19:51:20,877|7|mr-hn|TIME|0|10633823621939515|1|dense_2K_crowded_prime|2.0|3|5|PSI|Filter    |0.089317364
