2024-11-27 09:31:07,483|0|mr-hn|INFO|0|11201410088030972|1|cell187_500|10.0|3|5|PSI|Points     |135
2024-11-27 09:31:07,486|3|mr-hn|INFO|0|11201410088030972|1|cell187_500|10.0|3|5|PSI|Pairs      |1263
2024-11-27 09:31:07,486|3|mr-hn|INFO|0|11201410088030972|1|cell187_500|10.0|3|5|PSI|Centers    |2526
2024-11-27 09:31:07,487|4|mr-hn|INFO|0|11201410088030972|1|cell187_500|10.0|3|5|PSI|Candidates |2429
2024-11-27 09:31:07,488|5|mr-hn|INFO|0|11201410088030972|1|cell187_500|10.0|3|5|PSI|Boxes      |131
2024-11-27 09:31:07,488|5|mr-hn|INFO|0|11201410088030972|1|cell187_500|10.0|3|5|PSI|Maximals   |71
2024-11-27 09:31:07,489|6|mr-hn|TIME|0|11201410088030972|1|cell187_500|10.0|3|5|PSI|Band      |0.038833398
2024-11-27 09:31:07,489|6|mr-hn|TIME|0|11201410088030972|1|cell187_500|10.0|3|5|PSI|Sort      |0.006592132
2024-11-27 09:31:07,490|7|mr-hn|TIME|0|11201410088030972|1|cell187_500|10.0|3|5|PSI|Pairs     |0.007021628000000002
2024-11-27 09:31:07,490|7|mr-hn|TIME|0|11201410088030972|1|cell187_500|10.0|3|5|PSI|Centers   |0.01854871699999998
2024-11-27 09:31:07,490|7|mr-hn|TIME|0|11201410088030972|1|cell187_500|10.0|3|5|PSI|Candidates|0.2080728619999996
2024-11-27 09:31:07,491|8|mr-hn|TIME|0|11201410088030972|1|cell187_500|10.0|3|5|PSI|Boxes     |0.0
2024-11-27 09:31:07,491|8|mr-hn|TIME|0|11201410088030972|1|cell187_500|10.0|3|5|PSI|Filter    |0.224303798
2024-11-27 09:31:07,492|9|mr-hn|TIME|0|11201410088030972|1|cell187_500|10.0|3|5|PSI|Total     |0.5033725349999996
2024-11-27 09:31:07,501|18|mr-hn|TIME|0|11201410088030972|1|cell187_500|10.0|3|5|CMBC|Graph    |0.008379447
2024-11-27 09:31:07,770|287|mr-hn|TIME|0|11201410088030972|1|cell187_500|10.0|3|5|CMBC|Cliques  |0.267669421
2024-11-27 09:31:07,856|373|mr-hn|TIME|0|11201410088030972|1|cell187_500|10.0|3|5|CMBC|MBC      |0.083803401
2024-11-27 09:31:07,988|505|mr-hn|TIME|0|11201410088030972|1|cell187_500|10.0|3|5|CMBC|Centers    |0.132105476
2024-11-27 09:31:07,990|507|mr-hn|TIME|0|11201410088030972|1|cell187_500|10.0|3|5|CMBC|Prune      |0.001045074
2024-11-27 09:31:07,991|508|mr-hn|TIME|0|11201410088030972|1|cell187_500|10.0|3|5|CMBC|Total      |0.493002819
2024-11-27 09:31:07,992|509|mr-hn|INFO|0|11201410088030972|1|cell187_500|10.0|3|5|CMBC|Done.|END
2024-11-27 09:31:15,476|0|mr-hn|INFO|0|11201418022088170|1|cell187_500|12.0|3|5|PSI|Points     |135
2024-11-27 09:31:15,479|3|mr-hn|INFO|0|11201418022088170|1|cell187_500|12.0|3|5|PSI|Pairs      |1618
2024-11-27 09:31:15,479|3|mr-hn|INFO|0|11201418022088170|1|cell187_500|12.0|3|5|PSI|Centers    |3236
2024-11-27 09:31:15,480|4|mr-hn|INFO|0|11201418022088170|1|cell187_500|12.0|3|5|PSI|Candidates |3149
2024-11-27 09:31:15,480|4|mr-hn|INFO|0|11201418022088170|1|cell187_500|12.0|3|5|PSI|Boxes      |132
2024-11-27 09:31:15,481|5|mr-hn|INFO|0|11201418022088170|1|cell187_500|12.0|3|5|PSI|Maximals   |92
2024-11-27 09:31:15,481|5|mr-hn|TIME|0|11201418022088170|1|cell187_500|12.0|3|5|PSI|Band      |0.044310816
2024-11-27 09:31:15,482|6|mr-hn|TIME|0|11201418022088170|1|cell187_500|12.0|3|5|PSI|Sort      |0.006333863
2024-11-27 09:31:15,482|6|mr-hn|TIME|0|11201418022088170|1|cell187_500|12.0|3|5|PSI|Pairs     |0.006962266000000001
2024-11-27 09:31:15,483|7|mr-hn|TIME|0|11201418022088170|1|cell187_500|12.0|3|5|PSI|Centers   |0.02296398900000005
2024-11-27 09:31:15,483|7|mr-hn|TIME|0|11201418022088170|1|cell187_500|12.0|3|5|PSI|Candidates|0.2319659330000002
2024-11-27 09:31:15,483|7|mr-hn|TIME|0|11201418022088170|1|cell187_500|12.0|3|5|PSI|Boxes     |0.0
2024-11-27 09:31:15,484|8|mr-hn|TIME|0|11201418022088170|1|cell187_500|12.0|3|5|PSI|Filter    |0.250171936
2024-11-27 09:31:15,484|8|mr-hn|TIME|0|11201418022088170|1|cell187_500|12.0|3|5|PSI|Total     |0.5627088030000003
2024-11-27 09:31:15,491|15|mr-hn|TIME|0|11201418022088170|1|cell187_500|12.0|3|5|CMBC|Graph    |0.006634485
2024-11-27 09:31:15,933|457|mr-hn|TIME|0|11201418022088170|1|cell187_500|12.0|3|5|CMBC|Cliques  |0.440849237
2024-11-27 09:31:16,029|553|mr-hn|TIME|0|11201418022088170|1|cell187_500|12.0|3|5|CMBC|MBC      |0.092999839
2024-11-27 09:31:16,171|695|mr-hn|TIME|0|11201418022088170|1|cell187_500|12.0|3|5|CMBC|Centers    |0.141659973
2024-11-27 09:31:16,174|698|mr-hn|TIME|0|11201418022088170|1|cell187_500|12.0|3|5|CMBC|Prune      |0.001549979
2024-11-27 09:31:16,174|698|mr-hn|TIME|0|11201418022088170|1|cell187_500|12.0|3|5|CMBC|Total      |0.683693513
2024-11-27 09:31:16,175|699|mr-hn|INFO|0|11201418022088170|1|cell187_500|12.0|3|5|CMBC|Done.|END
2024-11-27 09:31:23,884|0|mr-hn|INFO|0|11201426307495478|1|cell187_500|14.0|3|5|PSI|Points     |135
2024-11-27 09:31:23,887|3|mr-hn|INFO|0|11201426307495478|1|cell187_500|14.0|3|5|PSI|Pairs      |1953
2024-11-27 09:31:23,887|3|mr-hn|INFO|0|11201426307495478|1|cell187_500|14.0|3|5|PSI|Centers    |3906
2024-11-27 09:31:23,887|3|mr-hn|INFO|0|11201426307495478|1|cell187_500|14.0|3|5|PSI|Candidates |3816
